pro_com_t,comune_nome,provincia_nome,provincia_sigla,regione_nome,zona_codice,zona_nome
016017,Azzone,Bergamo,BG,Lombardia,Lomb-07,Valcamonica
016018,Bagnatica,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016019,Barbata,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016020,Bariano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016021,Barzana,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016022,Bedulita,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016023,Berbenno,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016024,Bergamo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016025,Berzo San Fermo,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016026,Bianzano,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016027,Blello,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016028,Bolgare,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016029,Boltiere,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016030,Bonate Sopra,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016031,Bonate Sotto,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016032,Borgo di Terzo,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016033,Bossico,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016034,Bottanuco,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016035,Bracca,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016036,Branzi,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016037,Brembate,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016038,Brembate di Sopra,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016040,Brignano Gera d'Adda,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016041,Brumano,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016042,Brusaporto,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016043,Calcinate,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016044,Calcio,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016046,Calusco d'Adda,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016047,Calvenzano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016048,Camerata Cornello,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016049,Canonica d'Adda,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016050,Capizzone,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016051,Capriate San Gervasio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016052,Caprino Bergamasco,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016053,Caravaggio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016055,Carobbio degli Angeli,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016056,Carona,Bergamo,BG,Lombardia,Lomb-02,Media-bassa Valtellina
016057,Carvico,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016058,Casazza,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016059,Casirate d'Adda,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016060,Casnigo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016061,Cassiglio,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016062,Castelli Calepio,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016063,Castel Rozzone,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016064,Castione della Presolana,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016065,Castro,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016066,Cavernago,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016067,Cazzano Sant'Andrea,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016068,Cenate Sopra,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016069,Cenate Sotto,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016070,Cene,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016071,Cerete,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016072,Chignolo d'Isola,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016073,Chiuduno,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016074,Cisano Bergamasco,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016075,Ciserano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016076,Cividate al Piano,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016077,Clusone,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016078,Colere,Bergamo,BG,Lombardia,Lomb-07,Valcamonica
016079,Cologno al Serio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016080,Colzate,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016081,Comun Nuovo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016082,Corna Imagna,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016083,Cortenuova,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016084,Costa di Mezzate,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016085,Costa Valle Imagna,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016086,Costa Volpino,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016087,Covo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016088,Credaro,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016089,Curno,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016090,Cusio,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016091,Dalmine,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016092,Dossena,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016093,Endine Gaiano,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016094,Entratico,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016096,Fara Gera d'Adda,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016097,Fara Olivana con Sola,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016098,Filago,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016099,Fino del Monte,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016100,Fiorano al Serio,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016101,Fontanella,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016102,Fonteno,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016103,Foppolo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016104,Foresto Sparso,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016105,Fornovo San Giovanni,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016106,Fuipiano Valle Imagna,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016107,Gandellino,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016108,Gandino,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016109,Gandosso,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016110,Gaverina Terme,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016111,Gazzaniga,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016113,Ghisalba,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016114,Gorlago,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016115,Gorle,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016116,Gorno,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016117,Grassobbio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016118,Gromo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016119,Grone,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016120,Grumello del Monte,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016121,Isola di Fondra,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016122,Isso,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016123,Lallio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016124,Leffe,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016125,Lenna,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016126,Levate,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016127,Locatello,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016128,Lovere,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016129,Lurano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016130,Luzzana,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016131,Madone,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016132,Mapello,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016133,Martinengo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016134,Mezzoldo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016135,Misano di Gera d'Adda,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016136,Moio de' Calvi,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016137,Monasterolo del Castello,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016139,Montello,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016140,Morengo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016141,Mornico al Serio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016142,Mozzanica,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016143,Mozzo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016144,Nembro,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016145,Olmo al Brembo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016146,Oltre il Colle,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016147,Oltressenda Alta,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016148,Oneta,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016149,Onore,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016150,Orio al Serio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016151,Ornica,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016152,Osio Sopra,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016153,Osio Sotto,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016154,Pagazzano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016155,Paladina,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016156,Palazzago,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016157,Palosco,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016158,Parre,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016159,Parzanica,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016160,Pedrengo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016161,Peia,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016162,Pianico,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016163,Piario,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016164,Piazza Brembana,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016165,Piazzatorre,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016166,Piazzolo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016167,Pognano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016168,Ponte Nossa,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016169,Ponteranica,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016170,Ponte San Pietro,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016171,Pontida,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016172,Pontirolo Nuovo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016173,Pradalunga,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016174,Predore,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016175,Premolo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016176,Presezzo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016177,Pumenengo,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016178,Ranica,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016179,Ranzanico,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016180,Riva di Solto,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016182,Rogno,Bergamo,BG,Lombardia,Lomb-07,Valcamonica
016183,Romano di Lombardia,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016184,Roncobello,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016185,Roncola,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016186,Rota d'Imagna,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016187,Rovetta,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016188,San Giovanni Bianco,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016189,San Paolo d'Argon,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016190,San Pellegrino Terme,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016191,Santa Brigida,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016193,Sarnico,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016194,Scanzorosciate,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016195,Schilpario,Bergamo,BG,Lombardia,Lomb-07,Valcamonica
016196,Sedrina,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016197,Selvino,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016198,Seriate,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016199,Serina,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016200,Solto Collina,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016201,Songavazzo,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016202,Sorisole,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016203,Sotto il Monte Giovanni XXIII,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016204,Sovere,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016205,Spinone al Lago,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016206,Spirano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016207,Stezzano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016208,Strozza,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016209,Suisio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016210,Taleggio,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016211,Tavernola Bergamasca,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016212,Telgate,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016213,Terno d'Isola,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016214,Torre Boldone,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016215,Torre de' Busi,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016216,Torre de' Roveri,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016217,Torre Pallavicina,Bergamo,BG,Lombardia,Lomb-11,Alta pianura orientale
016218,Trescore Balneario,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016219,Treviglio,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016220,Treviolo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016221,Ubiale Clanezzo,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016222,Urgnano,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016223,Valbondione,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016224,Valbrembo,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016225,Valgoglio,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016226,Valleve,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016227,Valnegra,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016229,Valtorta,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016230,Vedeseta,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016232,Verdellino,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016233,Verdello,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016234,Vertova,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016235,Viadanica,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016236,Vigano San Martino,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016237,Vigolo,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016238,Villa d'Adda,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016239,Villa d'Almè,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016240,Villa di Serio,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016241,Villa d'Ogna,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016242,Villongo,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016243,Vilminore di Scalve,Bergamo,BG,Lombardia,Lomb-07,Valcamonica
016244,Zandobbio,Bergamo,BG,Lombardia,Lomb-08,Laghi e Prealpi orientali
016245,Zanica,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016246,Zogno,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016247,Costa Serina,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016248,Algua,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016249,Cornalba,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016250,Medolago,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016251,Solza,Bergamo,BG,Lombardia,Lomb-10,Pianura centrale
016252,Sant'Omobono Terme,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
016253,Val Brembilla,Bergamo,BG,Lombardia,Lomb-06,Orobie bergamasche
017001,Acquafredda,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017002,Adro,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017003,Agnosine,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017004,Alfianello,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017005,Anfo,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017006,Angolo Terme,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017007,Artogne,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017008,Azzano Mella,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017009,Bagnolo Mella,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017010,Bagolino,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017011,Barbariga,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017012,Barghe,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017013,Bassano Bresciano,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017014,Bedizzole,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017015,Berlingo,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017016,Berzo Demo,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017017,Berzo Inferiore,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017018,Bienno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017019,Bione,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017020,Borgo San Giacomo,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017021,Borgosatollo,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017022,Borno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017023,Botticino,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017024,Bovegno,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017025,Bovezzo,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017026,Brandico,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017027,Braone,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017028,Breno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017029,Brescia,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017030,Brione,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017031,Caino,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017032,Calcinato,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017033,Calvagese della Riviera,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017034,Calvisano,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017035,Capo di Ponte,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017036,Capovalle,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017037,Capriano del Colle,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017038,Capriolo,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017039,Carpenedolo,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017040,Castegnato,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017041,Castelcovati,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017042,Castel Mella,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017043,Castenedolo,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017044,Casto,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017045,Castrezzato,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017046,Cazzago San Martino,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017047,Cedegolo,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017048,Cellatica,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017049,Cerveno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017050,Ceto,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017051,Cevo,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017052,Chiari,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017053,Cigole,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017054,Cimbergo,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017055,Cividate Camuno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017056,Coccaglio,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017057,Collebeato,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017058,Collio,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017059,Cologne,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017060,Comezzano-Cizzago,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017061,Concesio,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017062,Corte Franca,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017063,Corteno Golgi,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017064,Corzano,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017065,Darfo Boario Terme,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017066,Dello,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017067,Desenzano del Garda,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017068,Edolo,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017069,Erbusco,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017070,Esine,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017071,Fiesse,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017072,Flero,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017073,Gambara,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017074,Gardone Riviera,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017075,Gardone Val Trompia,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017076,Gargnano,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017077,Gavardo,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017078,Ghedi,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017079,Gianico,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017080,Gottolengo,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017081,Gussago,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017082,Idro,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017083,Incudine,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017084,Irma,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017085,Iseo,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017086,Isorella,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017087,Lavenone,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017088,Leno,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017089,Limone sul Garda,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017090,Lodrino,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017091,Lograto,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017092,Lonato del Garda,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017093,Longhena,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017094,Losine,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017095,Lozio,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017096,Lumezzane,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017097,Maclodio,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017098,Magasa,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017099,Mairano,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017100,Malegno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017101,Malonno,Brescia,BS,Lombardia,Lomb-07,Valcamonica
017102,Manerba del Garda,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017103,Manerbio,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
017104,Marcheno,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017105,Marmentino,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017106,Marone,Brescia,BS,Lombardia,Lomb-08,Laghi e Prealpi orientali
017107,Mazzano,Brescia,BS,Lombardia,Lomb-11,Alta pianura orientale
